object_id,kepoi_name,kepler_name,kepid,source,koi_disposition,koi_period,koi_duration,koi_depth,koi_steff,koi_kepmag,koi_prad,koi_slogg,koi_srad,koi_teq,koi_model_snr,koi_impact,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,log_period,log_depth,label
K03761.01,K03761.01,,8308347,KOI,CANDIDATE,164.950399,30.86,24493.0,5001.0,15.473,11.23,4.603,0.664,252.0,65.7,0.724,0,0,0,0,2.217353370401452,4.389041982497163,1
K03836.01,K03836.01,,7612691,KOI,FALSE POSITIVE,3.46724809,11.01,1317.3,4969.0,15.889,2.52,4.713,0.543,841.0,107.0,0.953,1,0,1,0,0.5399849175904166,3.1196846918240504,0
K03837.01,K03837.01,,9761573,KOI,FALSE POSITIVE,7.4413445,2.8754,2234.0,6540.0,14.114,43.5,4.321,1.183,1136.0,66.4,1.286,0,1,0,0,0.8716514108385524,3.34908316877959,0
K03838.01,K03838.01,,8042789,KOI,FALSE POSITIVE,4.618309224,3.6752,1191.0,5452.0,15.757,25.43,4.572,0.815,947.0,68.5,1.247,0,1,1,0,0.664483008221881,3.0759117614827773,0
K03839.01,K03839.01,,10095484,KOI,FALSE POSITIVE,0.677761275,3.7085,877.9,5699.0,14.382,22.15,4.553,0.853,1906.0,120.8,1.205,0,1,1,1,-0.16892324891597021,2.9434450490250303,0
K03840.01,K03840.01,,5467102,KOI,FALSE POSITIVE,2.845739012,11.9327,24392.0,5982.0,15.362,44.7,4.493,0.96,1294.0,488.6,1.213,0,1,1,1,0.4541950676225966,4.3872474113573245,0
K07789.01,K07789.01,,6780367,KOI,FALSE POSITIVE,175.358905,5.34,215.0,5109.0,13.385,2.9,3.757,2.02,420.0,9.1,0.034,1,0,0,0,2.2439278249318844,2.3324384599156054,0
K03913.01,K03913.01,,10281221,KOI,CANDIDATE,0.582895412,1.0528,587.5,6263.0,14.972,5.87,4.46,1.009,2347.0,87.0,1.011,0,0,0,0,-0.23440936302147916,2.7690078709437738,1
K03914.01,K03914.01,,5471496,KOI,FALSE POSITIVE,12.42618005,28.1949,1522.8,4624.0,15.889,3.48,4.619,0.684,551.0,113.1,0.935,1,0,1,1,1.0943376420627842,3.1826428681423296,0
K03915.01,K03915.01,,4544620,KOI,FALSE POSITIVE,2.189090653,5.2094,1027.1,5401.0,15.875,23.25,4.593,0.777,1185.0,78.3,1.238,0,1,1,1,0.3402637466215973,3.011612729219424,0
K03916.01,K03916.01,Kepler-1529 b,5784777,KOI,CONFIRMED,5.33905606,1.6415,755.5,5057.0,15.362,1.9,4.573,0.704,817.0,28.9,0.02,0,0,0,0,0.7274644809667,2.878234468675044,1
K07794.01,K07794.01,,6863187,KOI,FALSE POSITIVE,1.99492332,5.898,77.7,5957.0,15.634,0.94,4.498,0.971,1451.0,11.1,0.772,1,0,0,1,0.2999262071200691,1.8904210188009143,0
K01960.02,K01960.02,Kepler-343 c,6949061,KOI,CONFIRMED,23.2218115,2.744,210.4,5808.0,14.128,2.42,4.185,1.374,746.0,16.9,0.913,0,0,0,0,1.3658960954097707,2.3230457354817013,1
K03686.01,K03686.01,,9719636,KOI,FALSE POSITIVE,3.351573993,2.8758,54546.0,5984.0,17.279,24.15,4.408,1.033,1282.0,192.4,0.011,0,1,0,0,0.5252488117938584,4.736762908148523,0
K03687.01,K03687.01,,2452440,KOI,FALSE POSITIVE,8.097050622,5.6736,65620.0,5753.0,16.474,24.01,4.423,0.894,891.0,404.9,0.592,0,1,0,0,0.9083268544529778,4.817036226050029,0
K03688.01,K03688.01,,5020034,KOI,FALSE POSITIVE,2.119107262,7.5384,124650.0,6381.0,15.812,77.23,4.155,1.423,1851.0,347.3,0.933,0,1,0,0,0.32615293977627546,5.095692282839792,0
K03689.01,K03689.01,,7017372,KOI,CANDIDATE,5.24088367,3.3656,8531.2,6452.0,14.014,12.74,4.241,1.305,1320.0,385.7,0.65,0,0,0,0,0.7194045199319811,3.9310101233977464,1
K07800.01,K07800.01,,6974867,KOI,FALSE POSITIVE,0.887691177,1.644,37.3,5500.0,12.386,1.53,3.775,2.491,2709.0,20.8,0.419,1,0,1,0,-0.05173809666725023,1.5717088318086876,0
K02028.03,K02028.03,Kepler-351 d,7102316,KOI,CONFIRMED,142.545,8.75,905.4,5642.0,15.99,2.52,4.542,0.846,318.0,13.7,0.015,0,0,0,0,2.1539519883203786,2.9568404901592333,1
K03762.01,K03762.01,Kepler-1519 b,11518142,KOI,CONFIRMED,240.7990472,16.666,5022.9,5758.0,14.822,10.31,4.168,1.385,342.0,170.1,0.647,0,0,0,0,2.381654764161364,3.7009545319559853,1
K03763.01,K03763.01,,3114667,KOI,FALSE POSITIVE,0.888584158,2.25012,412710.0,4324.0,17.375,43.7,4.639,0.616,1211.0,691.2,0.453,0,1,0,0,-0.05130143378534858,5.6156449919988205,0
K03765.01,K03765.01,,12109845,KOI,FALSE POSITIVE,0.865959015,1.9058,291270.0,4561.0,16.44,144.5,4.788,0.469,1162.0,620.8,3.068,0,1,0,0,-0.06250266223271349,5.464295755807204,0
K03766.01,K03766.01,,3954227,KOI,FALSE POSITIVE,0.594276199,2.0188,220740.0,4756.0,15.985,266.99,4.603,0.667,1564.0,285.2,4.038,1,0,0,0,-0.22601166306158585,5.343881038214771,0
K03841.01,K03841.01,,8651551,KOI,FALSE POSITIVE,1.527491117,7.9136,33546.0,4273.0,15.935,27.85,4.652,0.595,988.0,298.6,1.164,0,1,1,0,0.1839786933177996,4.525640742642317,0
K07811.01,K07811.01,,7115550,KOI,FALSE POSITIVE,0.566814046,4.049,42.1,5724.0,14.225,0.56,4.53,0.827,2039.0,23.8,0.633,0,1,0,1,-0.24655939620737527,1.6242820958356683,0
K03842.01,K03842.01,,9532637,KOI,FALSE POSITIVE,0.61496383,1.93053,358050.0,4509.0,17.453,44.79,4.612,0.663,1460.0,806.5,0.506,1,0,0,0,-0.21115042714061352,5.553943678062436,0
K03843.01,K03843.01,,5305451,KOI,FALSE POSITIVE,161.253747,25.322,2598.4,5570.0,15.397,4.98,4.573,0.803,295.0,54.7,0.912,1,0,1,1,2.2075098149818295,3.4147060075610813,0
K02055.04,K02055.04,,3128552,KOI,CANDIDATE,6.13074243,2.84,146.1,5741.0,14.523,1.26,4.556,0.833,916.0,9.9,0.9407,0,0,0,0,0.787513070558897,2.1646502159342966,1
K03925.01,K03925.01,Kepler-1530 d,10788461,KOI,CONFIRMED,9.2075634,3.365,1243.1,5678.0,14.026,5.5,4.215,1.303,972.0,43.4,0.898,0,0,0,0,0.9641447179342659,3.094506066454455,1
K03925.02,K03925.02,Kepler-1530 b,10788461,KOI,CONFIRMED,2.5903958,2.088,330.9,5678.0,14.026,2.55,4.215,1.303,1484.0,18.3,0.725,0,0,0,0,0.41336612725615507,2.519696767159853,1
K03925.03,K03925.03,Kepler-1530 c,10788461,KOI,CONFIRMED,5.3235335,2.714,342.4,5678.0,14.026,2.69,4.215,1.303,1167.0,14.6,0.804,0,0,0,0,0.7261999913457681,2.5345337560051155,1
K03926.01,K03926.01,,11667548,KOI,FALSE POSITIVE,0.831741499,2.297,1231.1,6343.0,15.61,41.62,4.408,1.14,2198.0,110.9,1.298,0,0,1,0,-0.0800116292403334,3.09029333131011,0
K03927.01,K03927.01,,8868649,KOI,FALSE POSITIVE,4.44737112,19.45,224.4,5472.0,14.016,2.06,4.382,0.981,1068.0,93.0,0.978,1,0,1,1,0.6481033715544288,2.3510228525841237,0
K03690.01,K03690.01,,9715939,KOI,FALSE POSITIVE,12.893018017,3.30029,16033.0,6387.0,15.517,62.52,4.178,1.408,1004.0,453.0,1.241,0,1,0,0,1.1103545895575269,4.205014792569004,0
K07795.01,K07795.01,,6887030,KOI,CANDIDATE,5.44085762,2.119,137.5,5519.0,14.81,0.97,4.59,0.762,892.0,9.3,0.735,0,0,0,0,0.7356673611462291,2.1383026981662816,1
K03691.01,K03691.01,,4751083,KOI,FALSE POSITIVE,4.532416322,3.2864,34953.0,6306.0,16.028,62.25,4.283,1.281,1328.0,175.6,1.183,0,1,0,0,0.6563297948460638,4.543484456978157,0
K03691.02,K03691.02,,4751083,KOI,FALSE POSITIVE,2.26631937,3.16,421.1,5767.0,16.028,2.39,4.438,1.0,878.0,23.0,0.537,1,1,0,0,0.355321110670967,2.6243852414202653,0
K03692.01,K03692.01,,5903301,KOI,FALSE POSITIVE,1.160153553,2.16452,12302.0,6200.0,15.149,60.47,4.161,1.382,2183.0,552.8,1.258,0,1,0,0,0.06451547440551007,4.089975722687729,0
K03694.01,K03694.01,,6200709,KOI,FALSE POSITIVE,3.723552982,3.5632,40143.0,6063.0,16.72,18.83,4.51,0.89,1176.0,145.7,0.629,0,1,0,0,0.570957537748755,4.603609825420037,0
K03767.01,K03767.01,,8323764,KOI,CANDIDATE,6.714247798,3.3304,32213.0,5159.0,17.376,14.78,4.508,0.8,809.0,145.9,0.557,0,0,0,0,0.826997365407395,4.508031172592898,1
K07801.01,K07801.01,,7013923,KOI,FALSE POSITIVE,2.21396079,3.452,119.4,4922.0,15.844,0.87,4.505,0.823,1123.0,9.6,0.143,0,0,1,1,0.345169925107552,2.0770043267933502,0
K03768.01,K03768.01,,5360082,KOI,FALSE POSITIVE,11.35501209,14.557,19675.0,4594.0,14.772,8.0,4.679,0.567,534.0,221.4,0.473,0,1,0,0,1.0551876009615215,4.293914741031102,0
K03769.01,K03769.01,,6543683,KOI,FALSE POSITIVE,1.195515251,5.0834,8054.4,6040.0,13.998,49.33,4.271,1.155,1959.0,309.1,1.281,0,1,1,1,0.07755512071352201,3.906033193868269,0
K03770.01,K03770.01,,5008245,KOI,CANDIDATE,2.60720833,2.6452,3149.7,6366.0,14.103,7.31,4.352,1.236,1561.0,185.3,0.644,0,0,0,0,0.41617573502507454,3.498269190440657,1
K03771.01,K03771.01,,10555365,KOI,FALSE POSITIVE,5.80184753,3.9551,22143.0,5687.0,16.605,14.0,4.426,0.921,989.0,118.1,0.478,0,1,0,0,0.7635663115487337,4.34523646004688,0
K03846.01,K03846.01,,7983756,KOI,FALSE POSITIVE,5.24078259,5.238,592.6,6192.0,14.483,24.73,4.503,0.917,1080.0,58.1,1.223,0,1,1,0,0.7193961436900471,2.772761647144032,0
K03847.01,K03847.01,,7289165,KOI,FALSE POSITIVE,5.26641416,2.4404,223.8,6338.0,12.859,2.62,4.087,1.602,1421.0,37.8,0.774,0,1,1,1,0.7215150097890194,2.3498600821923312,0
K03848.01,K03848.01,Kepler-1522 b,12784167,KOI,CONFIRMED,1.847892736,1.8904,323.3,5763.0,14.216,1.51,4.557,0.842,1374.0,53.3,0.036,0,0,0,0,0.26667675827190807,2.5096057046115563,1
K03849.01,K03849.01,,8949316,KOI,FALSE POSITIVE,0.604358764,1.0423,38731.0,3569.0,16.182,23.28,4.82,0.427,997.0,236.8,1.197,0,1,0,0,-0.21870517566689962,4.58805871022841,0
K03850.01,K03850.01,,8912730,KOI,FALSE POSITIVE,11.3775281,12.918,1651.3,6943.0,13.93,82.26,4.162,1.66,1177.0,38.2,1.415,1,0,0,0,1.0560479167919108,3.2178259808998524,0
K03851.01,K03851.01,,9784230,KOI,FALSE POSITIVE,0.7981968,2.22035,257620.0,5780.0,17.579,62.38,4.438,1.0,1963.0,453.9,0.67,1,0,0,0,-0.09789001765087783,5.41097957589457,0
K03917.01,K03917.01,,11466960,KOI,FALSE POSITIVE,0.695954898,1.469,318.1,6737.0,13.496,2.58,4.243,1.425,2740.0,8.5,0.103,0,0,1,0,-0.15741890433254668,2.502563669107363,0
K03919.01,K03919.01,,4649440,KOI,FALSE POSITIVE,19.37070781,2.2466,653.2,5321.0,12.956,108.54,3.416,4.335,1180.0,38.4,1.2,0,1,0,0,1.2871454902266468,2.8150461760646306,0
K03921.01,K03921.01,,10083623,KOI,FALSE POSITIVE,1.278555003,1.4247,1478.0,5636.0,15.643,5.19,4.557,0.827,1515.0,93.8,0.979,0,1,0,0,0.10671941596467313,3.1696744340588068,0
K01972.02,K01972.02,Kepler-1031 b,11253711,KOI,CONFIRMED,1.226223959,2.1689,56.1,5855.0,13.8,1.0,4.148,1.34,2024.0,18.9,0.005,0,0,0,0,0.08856979748672827,1.7489628612561614,1
K03695.01,K03695.01,,8043052,KOI,FALSE POSITIVE,2.244600029,1.9204,8611.0,5256.0,14.731,27.47,4.502,0.802,1190.0,42.6,1.185,0,1,0,0,0.3511389641928884,3.935053589231065,0
K03696.01,K03696.01,,5435816,KOI,FALSE POSITIVE,181.8521773,5.7725,27559.0,6063.0,15.684,46.38,4.476,1.012,333.0,293.8,1.189,0,1,0,0,2.2597185051911963,4.440263454804486,0
K03697.01,K03697.01,,8559589,KOI,FALSE POSITIVE,223.1127475,8.9683,11539.0,6211.0,14.38,46.33,4.389,1.056,332.0,224.5,1.266,0,1,0,0,2.3485243843167876,4.0621681733517825,0
K02029.03,K02029.03,Kepler-352 d,9489524,KOI,CONFIRMED,6.8873113,2.214,85.3,5208.0,12.957,0.72,4.563,0.772,788.0,8.1,0.489,0,0,0,0,0.8380497131315097,1.930949031167523,1
K03773.01,K03773.01,,10268903,KOI,FALSE POSITIVE,1.103978,0.74,421.1,5767.0,17.362,2.39,4.438,1.0,878.0,23.0,0.537,0,1,1,0,0.04296041888792485,2.6243852414202653,0
K03775.01,K03775.01,,7220320,KOI,FALSE POSITIVE,0.752158047,2.42733,37879.0,5770.0,14.082,106.66,3.844,2.221,2869.0,510.0,1.157,0,1,0,0,-0.12369089381247059,4.578398505172458,0
K03776.01,K03776.01,,9291378,KOI,FALSE POSITIVE,3.796488133,11.0659,3007.6,6137.0,15.534,40.83,4.46,1.018,1233.0,193.4,1.306,0,1,1,1,0.5793820467055273,3.4782200761535904,0
K03852.01,K03852.01,,4949524,KOI,FALSE POSITIVE,1.233076007,12.506,1392.4,5602.0,15.402,31.39,4.571,0.817,1513.0,129.3,1.312,0,0,1,0,0.0909898474013376,3.143764014612251,0
K03853.01,K03853.01,,2697935,KOI,FALSE POSITIVE,21.5135234,77.983,1583.8,5088.0,10.63,534.47,3.508,3.318,1006.0,171.5,2.441,0,1,0,0,1.3327115432496752,3.199700338629511,0
K07784.01,K07784.01,,6531143,KOI,FALSE POSITIVE,19.4444573,5.509,182.3,6278.0,15.835,1.53,4.425,1.081,749.0,7.1,0.634,1,0,0,0,1.2887958263775692,2.2607866686549762,0
K03854.01,K03854.01,,3550434,KOI,FALSE POSITIVE,1.1910489,1.3738,1391.1,5089.0,15.637,22.76,4.58,0.693,1348.0,46.1,1.257,0,1,0,0,0.0759295923511262,3.143358350615467,0
K02059.02,K02059.02,,12301181,KOI,CANDIDATE,2.18565886,1.966,35.6,4997.0,12.906,0.44,4.598,0.746,1087.0,11.1,0.394,0,0,0,0,0.3395823777504322,1.5514499979728753,1
K03856.01,K03856.01,,5397166,KOI,FALSE POSITIVE,1.811966339,3.792,408.1,5904.0,13.493,95.19,3.602,3.348,2573.0,36.3,1.24,0,1,1,0,0.25815012550285743,2.610766594773271,0
K03922.01,K03922.01,,7024530,KOI,FALSE POSITIVE,66.1539783,5.896,6951.0,6077.0,15.52,9.69,4.471,0.999,468.0,57.7,0.873,0,1,0,0,1.8205559664643418,3.842047288509638,0
K03923.01,K03923.01,,5015459,KOI,FALSE POSITIVE,158.3226379,2.1881,4863.0,4340.0,15.557,25.41,4.67,0.572,211.0,34.5,1.323,0,1,0,0,2.199543017276345,3.6869042695681773,0
K00435.04,K00435.04,Kepler-154 e,11709124,KOI,CONFIRMED,3.93276627,2.9403,234.9,5688.0,14.534,1.5,4.415,0.971,1140.0,30.7,0.37,0,0,0,0,0.5946981364261289,2.370883016777606,1
K02094.02,K02094.02,Kepler-1090 b,8505920,KOI,CONFIRMED,198.680859,8.282,645.4,5330.0,15.001,2.79,4.366,1.013,297.0,16.6,0.746,0,0,0,0,2.2981560290066643,2.809828961067886,1
K03924.01,K03924.01,,1433980,KOI,FALSE POSITIVE,1.592634161,8.9488,155160.0,6574.0,14.915,100.2,4.061,1.768,2255.0,1207.6,0.877,0,1,0,0,0.20211602683333818,5.190779770928019,0
K03699.01,K03699.01,,2438490,KOI,FALSE POSITIVE,3.31577795,4.2349,94567.0,5528.0,17.772,27.77,4.516,0.849,1104.0,124.6,0.633,0,1,0,0,0.5205854391524662,4.975739611896481,0
K03700.01,K03700.01,,3838496,KOI,FALSE POSITIVE,2.990252395,7.8462,216440.0,5780.0,17.9,89.85,4.438,1.0,1264.0,541.7,1.117,0,1,0,0,0.47570784689620393,5.335337525260544,0
K03701.01,K03701.01,,6470521,KOI,FALSE POSITIVE,2.08043378,7.708,6861.2,6377.0,13.858,510.48,4.399,1.119,1629.0,289.1,5.106,0,1,1,1,0.3181538967988606,3.836400078943147,0
K03702.01,K03702.01,,2449090,KOI,FALSE POSITIVE,4.944046127,4.50334,112500.0,5780.0,16.237,54.29,4.438,1.0,1069.0,537.2,0.964,0,1,0,0,0.6940825139836955,5.051152522447381,0
K03703.01,K03703.01,,5652260,KOI,FALSE POSITIVE,4.464565251,4.0221,74112.0,5743.0,17.296,43.21,4.553,0.853,1024.0,286.4,1.046,0,1,0,0,0.6497791746950444,4.869888533375304,0
K03704.01,K03704.01,,2569494,KOI,FALSE POSITIVE,1.523298835,5.9083,195070.0,5311.0,17.38,38.95,4.469,0.866,1404.0,174.4,0.41,0,1,0,0,0.18278510994179298,5.290190483970304,0
K03778.01,K03778.01,,12405950,KOI,FALSE POSITIVE,3.539631353,1.5372,1229.7,7021.0,12.305,39.34,3.759,2.629,2214.0,163.5,1.091,0,1,0,0,0.5489580332984623,3.0897991730361642,0
K03779.01,K03779.01,,5206233,KOI,FALSE POSITIVE,6.195861785,2.6078,3509.8,5608.0,15.431,215.89,4.573,0.813,883.0,83.5,3.38,0,1,1,0,0.792101721114068,3.5452823696364546,0
K07803.01,K07803.01,,7031066,KOI,FALSE POSITIVE,0.566805514,4.367,85.3,5115.0,14.943,0.82,4.439,0.917,1920.0,25.1,0.027,1,0,1,1,-0.24656593349845668,1.930949031167523,0
K03780.01,K03780.01,,6775985,KOI,FALSE POSITIVE,27.961084,3.8741,6268.2,6770.0,14.069,21.5,4.249,1.361,796.0,106.0,1.02,0,1,0,0,1.4465540042014233,3.797142845089255,0
K03782.01,K03782.01,,11357192,KOI,FALSE POSITIVE,186.5168116,3.1968,5752.4,5018.0,13.529,37.5,3.639,2.99,452.0,126.9,0.972,0,1,0,0,2.270717982825981,3.7598490776100113,0
K03783.01,K03783.01,,9533489,KOI,FALSE POSITIVE,197.1455327,2.1145,5664.0,7214.0,12.962,72.16,4.093,1.935,498.0,56.8,1.251,0,1,0,0,2.294786940446927,3.7531232446817127,0
K03858.01,K03858.01,,12306699,KOI,FALSE POSITIVE,3.204222652,2.7952,898.4,5139.0,15.341,23.55,4.609,0.741,979.0,45.5,1.258,0,1,1,0,0.505722686305873,2.953469743253401,0
K03859.01,K03859.01,,9692336,KOI,FALSE POSITIVE,0.687898282,3.96401,293500.0,5780.0,17.49,55.58,4.438,1.0,2062.0,1571.6,0.337,1,0,0,0,-0.16247577518312378,5.467608105583634,0
K03860.01,K03860.01,,9641008,KOI,FALSE POSITIVE,2.178154774,3.5302,662.6,5515.0,14.489,19.46,4.624,0.712,1180.0,89.2,1.223,0,1,1,1,0.33808873634993775,2.8212514315459414,0
K03861.01,K03861.01,,8588377,KOI,FALSE POSITIVE,0.99466172,1.576,1370.5,5750.0,14.997,31.84,4.332,1.021,1898.0,21.5,1.244,0,1,1,0,-0.0023245957535277164,3.136879039875517,0
K03862.01,K03862.01,,3644601,KOI,FALSE POSITIVE,359.00688,32.16,2015.8,5715.0,15.164,28.57,4.537,0.834,237.0,35.3,1.263,1,0,1,1,2.555102771468026,3.304447440866175,0
K03928.01,K03928.01,Kepler-1531 b,4242692,KOI,CONFIRMED,1.138548215,2.1482,66.2,6520.0,13.194,1.45,4.01,1.713,2537.0,31.5,0.545,0,0,0,0,0.05635142675183593,1.8208579894397,1
K07790.01,K07790.01,,6783732,KOI,FALSE POSITIVE,0.721335207,1.509,31.8,6328.0,13.982,0.54,4.489,0.948,2162.0,12.0,0.103,0,0,1,0,-0.1418628702046721,1.5024271199844328,0
K03930.01,K03930.01,,11607176,KOI,FALSE POSITIVE,3.28274272,8.9,292.8,5741.0,14.518,1.85,4.533,0.82,1136.0,68.2,0.967,1,0,1,0,0.5162368468893366,2.4665710723863543,0
K03931.01,K03931.01,,10661718,KOI,FALSE POSITIVE,1.231361934,5.433,471.0,6095.0,15.277,2.93,4.378,1.016,1839.0,94.7,0.972,0,1,1,1,0.09038572379722334,2.673020907128896,0
K02098.02,K02098.02,Kepler-1093 c,6105462,KOI,CONFIRMED,89.7224125,10.963,263.7,6429.0,13.838,2.21,4.241,1.262,508.0,25.6,0.742,0,0,0,0,1.9529009425898363,2.4211101297934343,1
K01986.02,K01986.02,Kepler-1038 c,8257205,KOI,CONFIRMED,7.12766417,2.491,229.2,5159.0,14.839,1.21,4.548,0.821,784.0,16.0,0.125,0,0,0,0,0.8529472291107842,2.3602146132953523,1
K07796.01,K07796.01,,6891124,KOI,CANDIDATE,3.52364689,3.439,74.2,6269.0,14.46,0.94,4.412,1.085,1330.0,8.5,0.004,0,0,0,0,0.5469923806117036,1.8704039052790271,1
K03706.01,K03706.01,,7770471,KOI,FALSE POSITIVE,1.157804607,4.66082,605710.0,6510.0,14.62,118.11,4.219,1.425,2255.0,1837.9,0.26,1,0,0,0,0.06363527332777684,5.782264743729289,0
K03707.01,K03707.01,,5130380,KOI,FALSE POSITIVE,19.979098,10.5638,38418.0,5907.0,16.299,22.98,4.296,1.126,739.0,449.1,0.576,0,1,0,0,1.3005758771599645,4.584534752207811,0
K03708.01,K03708.01,,6314173,KOI,FALSE POSITIVE,1.433262401,6.2205,428560.0,7311.0,17.719,136.47,4.013,1.959,2691.0,599.8,0.382,0,1,0,0,0.1563257081041842,5.632011633364803,0
K03784.01,K03784.01,,5688997,KOI,FALSE POSITIVE,23.8706941,3.4812,6386.3,6022.0,14.219,49.6,4.308,1.166,711.0,114.8,1.293,0,1,0,0,1.3778650473861944,3.8052493159078327,0
K02029.04,K02029.04,,9489524,KOI,CANDIDATE,4.78850084,2.099,66.5,5208.0,12.957,0.63,4.563,0.772,889.0,7.2,0.343,0,0,0,0,0.6801995679400715,1.8228216453031045,1
K07804.01,K07804.01,,7031340,KOI,FALSE POSITIVE,0.566769068,3.011,40.0,5496.0,14.447,1.06,3.998,1.533,2661.0,14.9,0.773,1,0,1,1,-0.24659385984215598,1.6020599913279625,0
K03785.01,K03785.01,,4073730,KOI,FALSE POSITIVE,6.2820426,7.941,1413.0,6635.0,11.059,23.76,3.511,3.798,2021.0,103.3,0.989,1,0,0,0,0.7981008771249182,3.1501421618485588,0
K03786.01,K03786.01,,2854948,KOI,FALSE POSITIVE,0.97430309,2.1088,34976.0,5688.0,15.783,37.62,4.583,0.786,1643.0,224.0,1.169,0,1,0,0,-0.011305920084052607,4.543770140269609,0
K03787.01,K03787.01,,7813039,KOI,CANDIDATE,141.73403059,1.5851,7736.4,5606.0,13.891,10.3,4.478,0.918,329.0,157.4,0.912,0,0,0,0,2.1514741376366153,3.8885389162587307,1
K03862.02,K03862.02,,3644601,KOI,FALSE POSITIVE,119.686505,29.33,842.7,5715.0,15.164,23.0,4.537,0.834,341.0,27.1,1.221,1,0,1,1,2.078045185206476,2.9256729939212405,0
K03863.01,K03863.01,,8459354,KOI,FALSE POSITIVE,53.556625,16.18,3963.0,7643.0,11.142,26.31,3.639,3.618,1076.0,22.1,0.879,1,0,0,0,1.7288132010871866,3.59802407233419,0
K07785.01,K07785.01,,6531617,KOI,CANDIDATE,433.220461,2.725,725.1,5232.0,14.546,2.07,4.519,0.777,203.0,9.5,0.178,0,0,0,0,2.6367089601636837,2.860397905127313,1
K03864.01,K03864.01,Kepler-1698 b,4164922,KOI,CONFIRMED,1.210693626,1.434,159.1,5014.0,12.914,0.99,4.559,0.756,1351.0,41.6,0.597,0,0,0,0,0.08303425596584706,2.2016701796465816,1
K02061.02,K02061.02,Kepler-2001 b,12061969,KOI,CONFIRMED,1.090011003,1.5,174.8,5081.0,15.753,1.04,4.596,0.77,1402.0,12.6,0.531,0,0,0,0,0.037430881902152165,2.2425414282983844,1
K03864.02,K03864.02,,4164922,KOI,CANDIDATE,18.2572722,3.434,157.5,5014.0,12.914,0.94,4.559,0.756,547.0,17.3,0.412,0,0,0,0,1.2614358905595413,2.197280558125619,1
K01905.03,K01905.03,Kepler-332 d,10328393,KOI,CONFIRMED,34.2115022,4.947,273.8,4955.0,14.017,1.15,4.61,0.721,427.0,20.7,0.034,0,0,0,0,1.5341721441309082,2.437433443797971,1
K03630.01,K03630.01,,10259029,KOI,FALSE POSITIVE,7.061149921,3.33515,131260.0,5585.0,17.115,43.71,4.564,0.798,842.0,631.5,0.912,0,1,0,0,0.8488754324509918,5.1181323999209045,0
K03631.01,K03631.01,,8299947,KOI,FALSE POSITIVE,2.682767439,4.58143,394410.0,5780.0,17.743,70.67,4.438,1.0,1310.0,508.4,0.509,0,1,0,0,0.42858302662774594,5.5959479176529525,0
K03632.01,K03632.01,,3335813,KOI,FALSE POSITIVE,3.711012492,3.3394,7559.8,6141.0,13.789,46.24,4.365,1.117,1310.0,257.4,1.272,0,1,1,1,0.5694924162721291,3.8785103060772212,0
K03633.01,K03633.01,,11858741,KOI,FALSE POSITIVE,1.780982447,3.4297,357700.0,5780.0,16.485,60.45,4.438,1.0,1502.0,324.0,0.002,0,1,1,0,0.2506596391664401,5.55351894014897,0
K03709.01,K03709.01,,2576107,KOI,FALSE POSITIVE,205.5833309,6.0353,24872.0,6328.0,15.247,42.69,4.516,0.915,323.0,216.1,1.215,0,1,0,0,2.312987898301698,4.395710709035136,0
K03710.01,K03710.01,,9532421,KOI,FALSE POSITIVE,4.309067482,2.21,23647.0,4897.0,16.77,101.41,4.526,0.789,882.0,82.0,1.993,0,1,0,0,0.6343832953951084,4.373776051370321,0
K07797.01,K07797.01,,6936966,KOI,FALSE POSITIVE,36.4721523,2.673,52.6,5853.0,11.894,0.7,4.529,0.895,527.0,7.7,0.738,0,0,1,1,1.5619613927196652,1.720985744153739,0
K03711.01,K03711.01,,5653849,KOI,FALSE POSITIVE,111.0396205,25.751,9356.2,5470.0,14.587,8.6,4.509,0.777,335.0,201.9,0.851,0,1,1,0,2.0454779688254994,3.9710994968019313,0
K03713.01,K03713.01,,8127648,KOI,FALSE POSITIVE,1.023470248,2.3804,129530.0,5780.0,17.506,100.39,4.438,1.0,1807.0,262.2,1.409,0,1,0,0,0.010075222360292298,5.112370365525832,0
K03714.01,K03714.01,,11564013,KOI,FALSE POSITIVE,0.875267982,1.6038,11701.0,5821.0,15.207,39.19,4.402,0.898,1910.0,44.9,1.258,0,1,0,0,-0.057858958080037104,4.06822297934645,0
K03789.01,K03789.01,,8906045,KOI,FALSE POSITIVE,2.347479696,26.25,81996.0,5891.0,14.177,60.5,4.305,1.138,1502.0,261.1,1.051,1,0,0,1,0.3706018446215161,4.913792666770312,0
K07805.01,K07805.01,,7031638,KOI,FALSE POSITIVE,1.13353095,3.17,18.5,6318.0,13.145,0.49,4.36,1.121,2006.0,11.1,0.117,0,1,0,1,0.054433382628138835,1.2671717284030137,0
K03791.01,K03791.01,Kepler-460 b,5437945,KOI,CONFIRMED,440.7843755,21.693,2579.0,6340.0,13.771,7.23,4.163,1.393,308.0,181.0,0.424,0,0,0,0,2.6442261916640635,3.4114513421379375,1
K03792.01,K03792.01,,12009347,KOI,FALSE POSITIVE,2.723858181,1.4313,5497.0,4416.0,15.561,7.13,4.57,0.733,900.0,23.8,0.913,0,1,0,0,0.43518449207610393,3.7401257369657306,0
